,name,rating,reviews,field,employees,ctype,old,location
7085,Appco Group,4.1,92,Marketing & Advertising , 501-1k Employees (Global) , 28 years old , Kuala Lumpur +14 more,
7086,Reliance Broadcast Network,3.9,92,Broadcasting , 501-1k Employees , Public , 18 years old , Mumbai +29 more
7087,MTS,4.4,92,Telecom , 1k-5k Employees , Conglomerate , 57 years old , Minnesota +37 more
7088,Shankar Packagings,3.2,92,Packaging , 1k-5k Employees , 38 years old , Mumbai +4 more,
7089,SIPL,4.0,92,IT Services & Consulting , 501-1k Employees (Global) , 40 years old , Ghaziabad +32 more,
7090,Fare Labs,3.2,92,Analytics & KPO , 51-200 Employees , 24 years old , Gurugram +3 more,
7091,Systech Solutions,3.7,92,IT Services & Consulting , 51-200 Employees , 30 years old , Glendale +7 more,
7092,Born Commerce,3.7,92,IT Services & Consulting , 1k-5k Employees , 12 years old , New York +5 more,
7093,P.N. International,3.9,92,Import & Export , 51-200 Employees , 25 years old , Noida +3 more,
7094,QRG Central Hospital & Research Centre,4.0,92,Healthcare , 11-50 Employees , 16 years old , Faridabad +4 more,
7095,QUTONE CERAMIC,3.8,92,Building Material , 51-200 Employees , 15 years old , Ahmedabad +19 more,
7096,Dr. Amin Controllers,3.8,92,Engineering & Construction , 51-200 Employees , 48 years old , Mumbai +18 more,
7097,Ambuja Cement Foundation,4.3,92,Non-Profit , 51-200 Employees , 30 years old , Mumbai +35 more,
7098,HGS TECHNOLOGIES,3.9,92,IT Services & Consulting , 11-50 Employees , Bengaluru/Bangalore +12 more,,
7099,Atos Services,3.9,92,IT Services & Consulting , 501-1k Employees , 26 years old , Bezons +8 more,
7100,Suntara Cosmetics,3.6,92,Beauty & Personal Care , 501-1k Employees , 20 years old , Ahmedabad +5 more,
7101,Vilas Javdekar Developers,4.0,92,51-200 Employees , Pune +1 more,,,
7102,Opgs Power Gujarat,4.2,92,Power , 201-500 Employees , 15 years old , Toronto +11 more,
7103,Fawaz Alhokair Group,3.8,92,Retail , 11-50 Employees , 33 years old , Riyadh +5 more,
7104,Transpek-silox Industry,4.3,92,Chemicals , 201-500 Employees , Public , 22 years old , Vadodara/Baroda +4 more
7105,Brose India Automotive Systems,4.1,92,Auto Components , 201-500 Employees , 17 years old , Coburg +2 more,
7106,B New Mobiles,3.8,92,Electronics Manufacturing , 51-200 Employees , 9 years old , Hyderabad/Secunderabad +20 more,
7107,D A V School,4.1,92,Education & Training , 50k-1 Lakh Employees (Global) , Chamba +42 more,,
7108,Milky Mist Dairy Food,3.4,92,Internet , 501-1k Employees , Startup , 9 years old , Erode +20 more
7109,Golden Tulip Hotels,4.0,92,Hospitality , 501-1k Employees , 61 years old , Amersfoort +23 more,
7110,EXO Edge,3.8,92,Financial Services , 501-1k Employees , 6 years old , Mohali +2 more,
7111,Floating Numbers Digital Solutions,3.1,92,IT Services & Consulting , 51-200 Employees , 5 years old , Kolkata +2 more,
7112,Techmihirnaik group,4.2,92,Logistics , 201-500 Employees , 4 years old , Mumbai +7 more,
7113,JSW Bhushan Power & Steel,4.0,92,Sambalpur +8 more,,,,
7114,Rosmerta Safety Systems,2.8,92,Gurgaon/Gurugram +21 more,,,,
7115,LSEG,4.0,92,Bengaluru/Bangalore +5 more,,,,
7116,Sysinformation Healthcare,3.3,92,Healthcare , 51-200 Employees , 18 years old , Texas +3 more,
7117,VHB Life Sciences Limited,3.2,92,Pharma , 501-1k Employees , 77 years old , Mumbai +20 more,
7118,PAVIT CERAMICS ( P),3.5,91,Building Material , 501-1k Employees , 23 years old , Ahmedabad +19 more,
7119,Centillion Solutions and Services,3.8,91,IT Services & Consulting , 51-200 Employees , 17 years old , Bengaluru +33 more,
7120,Space Matrix Design Consultants,3.6,91,Real Estate , 201-500 Employees , 22 years old , Singapore +9 more,
7121,KIIT University,4.2,91,Education & Training , 1k-5k Employees , 31 years old , Blaine +3 more,
7122,Veena world,3.6,91,Travel & Tourism , 11-50 Employees , 10 years old , Mumbai +8 more,
7123,CapitalVia,4.0,91,Financial Services , 501-1k Employees , 18 years old , indore +4 more,
7124,Nifco India,3.8,91,Industrial Machinery , 51-200 Employees , 13 years old , Hikarinooka +5 more,
7125,PGIMER,4.2,91,Education & Training , 5k-10k Employees (Global) , 60 years old , Chandigarh +4 more,
7126,HelpAge India,4.2,91,Non-Profit , 501-1k Employees , 45 years old , Delhi/NCR +36 more,
7127,Grazitti Interactive,3.7,91,IT Services & Consulting , 1k-5k Employees , 15 years old , Panchkula +3 more,
7128,Central Coalfields,4.3,91,Metals & Mining , 10k-50k Employees (Global) , Central , 48 years old , Ranchi +4 more
7129,PSG Hospitals,4.2,91,Healthcare , 11-50 Employees , 97 years old , Tamil Nadu +4 more,
7130,Pai International Electronics,4.5,91,Electronics Manufacturing , 501-1k Employees , 23 years old , Bangalore/Bengaluru +14 more,
7131,MyCar,3.8,91,Automobile , 11-50 Employees , 18 years old , Pune +16 more,
7132,Tatsuno India,3.7,91,Oil & Gas , 51-200 Employees , 17 years old , Mumbai +11 more,
7133,Numeric Power Systems,4.3,91,Electronics Manufacturing , 5k-10k Employees , Public , 39 years old , Chennai +28 more
7134,Panchshil Realty,4.5,91,Real Estate , 201-500 Employees , 21 years old , Pune +2 more,
7135,Indiana Gratings,3.8,91,Import & Export , 501-1k Employees , 53 years old , Mumbai +6 more,
7136,Shine,3.0,91,Internet , 11-50 Employees , 15 years old , Gurgaon +16 more,
7137,Enterslice,4.0,91,FinTech , 201-500 Employees , 9 years old , Noida +2 more,
7138,Mangal Industries,4.1,91,Auto Components , 501-1k Employees , 33 years old , Hyderabad +10 more,
7139,Rotork Controls,3.7,91,Industrial Machinery , 201-500 Employees , Public , 66 years old , Bath +12 more
7140,Total Shipping & Logistics,3.7,91,Logistics , 201-500 Employees , 25 years old , Mumbai +23 more,
7141,Centurion University of Technology and Management,3.9,91,Education & Training , 201-500 Employees , 26 years old , Bhubaneswar +14 more,
7142,Mantra Softech,3.9,91,IT Services & Consulting , 51-200 Employees , 17 years old , Ahmedabad +12 more,
7143,Tasmed,4.0,91,Pharma , 501-1k Employees , 30 years old , Ahmedabad +18 more,
7144,Velammal Educational Trust,3.6,91,Education & Training , 10k-50k Employees , 37 years old , Chennai +8 more,
7145,Sumtotal Systems,4.1,91,IT Services & Consulting , 501-1k Employees , 38 years old , Gainesville +1 more,
7146,Paramount Products,4.2,91,Import & Export , 51-200 Employees , 50 years old , New Delhi +2 more,
7147,Gleeds Hooloomann Consulting,3.8,91,Real Estate , 201-500 Employees , 19 years old , London +12 more,
7148,IPL Biologicals,3.6,91,Agriculture , 501-1k Employees , Public , 29 years old , Gurgaon +14 more
7149,Grb Dairy Foods,3.8,91,Food Processing , 201-500 Employees , 39 years old , Bengaluru +13 more,
7150,Ashland,4.2,91,Chemicals , 501-1k Employees , 99 years old , Wilimington +8 more,
7151,Varian Medical Systems,4.2,91,Medical Equipment , 501-1k Employees , 75 years old , Palo Alto +7 more,
7152,Met Technologies,2.5,91,BPO , 501-1k Employees , 13 years old , Kolkata +1 more,
7153,Hotstar,3.7,91,Internet , 501-1k Employees (Global) , Startup , 8 years old , Mumbai +6 more
7154,Nagravision,3.5,91,IT Services & Consulting , 201-500 Employees , 16 years old , Cheseaux-sur-Lausanne +4 more,
7155,Indo Gulf Fertilisers,4.6,91,Agro Chemicals , 51-200 Employees , Public , 20 years old , Port Harcourt +15 more
7156,Dietech India,3.6,91,Industrial Machinery , 201-500 Employees , 28 years old , Kancheepuram +5 more,
7157,Servotech Power Systems,3.5,91,Electrical Equipment , 51-200 Employees , Public , 29 years old , Delhi/NCR +5 more
7158,Reliance Foundation India,4.2,91,Education & Training , 201-500 Employees , 32 years old , Nagpur +26 more,
7159,SmartSchool Education,3.8,91,EdTech , 11-50 Employees , 12 years old , Noida +4 more,
7160,M Power Micro Finance,4.0,91,Financial Services , 10k-50k Employees , 14 years old , Mumbai +16 more,
7161,Rotork Controls,3.7,91,Industrial Machinery , 201-500 Employees , Public , 66 years old , Bath +12 more
7162,Centurion University of Technology and Management,3.9,91,Education & Training , 201-500 Employees , 26 years old , Bhubaneswar +14 more,
7163,Total Shipping & Logistics,3.7,91,Logistics , 201-500 Employees , 25 years old , Mumbai +23 more,
7164,MasterSoft ERP Solutions,3.1,91,IT Services & Consulting , 51-200 Employees , 28 years old , Nagpur +6 more,
7165,Gnrc Hospital,3.7,91,Healthcare , 501-1k Employees , Public , 36 years old , Guwahati +5 more
7166,Riello Power India,3.8,91,Electronics Manufacturing , 51-200 Employees , 13 years old , Gurgaon/Gurugram +11 more,
7167,KlinEra Corporation,4.0,91,Healthcare , 51-200 Employees , 18 years old , San Jose +14 more,
7168,SS,3.5,91,11-50 Employees (Global) , Uniondale +8 more,,,
7169,Trimed Solutions India,3.6,91,Medical Equipment , 201-500 Employees , 11 years old , Hyderabad/Secunderabad +8 more,
7170,Grazitti Interactive,3.7,91,IT Services & Consulting , 1k-5k Employees , 15 years old , Panchkula +3 more,
7171,Central Coalfields,4.3,91,Metals & Mining , 10k-50k Employees (Global) , Central , 48 years old , Ranchi +4 more
7172,Enterslice,4.0,91,FinTech , 201-500 Employees , 9 years old , Noida +2 more,
7173,Varian Medical Systems,4.2,91,Medical Equipment , 501-1k Employees , 75 years old , Palo Alto +7 more,
7174,Samarth Lifestyle Retailing,4.5,91,Retail , 51-200 Employees , 28 years old , Jaipur +19 more,
7175,MyCar,3.8,91,Automobile , 11-50 Employees , 18 years old , Pune +16 more,
7176,Madura Fashion & Lifestyle,4.4,91,201-500 Employees , 35 years old , Mumbai  +25 more,,
7177,SanDisk India Device Design Centre,4.0,91,Hardware & Networking , 1k-5k Employees , 18 years old , San Jose +5 more,
7178,Veena world,3.6,91,Travel & Tourism , 11-50 Employees , 10 years old , Mumbai +8 more,
7179,Ashland,4.2,91,Chemicals , 501-1k Employees , 99 years old , Wilimington +8 more,
7180,Paramount Products,4.2,91,Import & Export , 51-200 Employees , 50 years old , New Delhi +2 more,
7181,Sumtotal Systems,4.1,91,IT Services & Consulting , 501-1k Employees , 38 years old , Gainesville +1 more,
7182,Gleeds Hooloomann Consulting,3.8,91,Real Estate , 201-500 Employees , 19 years old , London +12 more,
7183,Hotstar,3.7,91,Internet , 501-1k Employees (Global) , Startup , 8 years old , Mumbai +6 more
7184,SmartSchool Education,3.8,91,EdTech , 11-50 Employees , 12 years old , Noida +4 more,
7185,Shine,3.0,91,Internet , 11-50 Employees , 15 years old , Gurgaon +16 more,
7186,Reliance Foundation India,4.2,91,Education & Training , 201-500 Employees , 32 years old , Nagpur +26 more,
7187,Tatsuno India,3.7,91,Oil & Gas , 51-200 Employees , 17 years old , Mumbai +11 more,
7188,Panchshil Realty,4.5,91,Real Estate , 201-500 Employees , 21 years old , Pune +2 more,
7189,Quatrro Mortgage Solutions,3.1,91,Financial Services , 51-200 Employees , 17 years old , Marietta +3 more,
7190,Grb Dairy Foods,3.8,91,Food Processing , 201-500 Employees , 39 years old , Bengaluru +13 more,
7191,Veoneer India,4.0,91,Auto Components , 501-1k Employees , 5 years old , Stockholm +3 more,
7192,BuildAHome,4.4,91,Engineering & Construction , 51-200 Employees , 7 years old , Bangalore/Bengaluru +3 more,
7193,Digiperform,4.5,91,Education & Training , 11-50 Employees , 9 years old , Delhi +7 more,
7194,Cyient DLM,3.6,91,10k-50k Employees (Global) , 32 years old , Hyderabad +6 more,,
7195,Eskag Pharma,3.3,91,Pharma , 201-500 Employees , 46 years old , Kolkata +11 more,
7196,Elite Powertech,3.8,91,Power , 201-500 Employees , 11 years old , Noida +16 more,
7197,AGILE AIRPORT SERVICES,4.0,91,New Delhi +25 more,,,,
7198,AMBITION JOB,4.1,91,Recruitment , 201-500 Employees (Global) , 24 years old , Sydney +17 more,
7199,Finolex Pipes,3.9,91,Iron & Steel , 1-10 Employees , Pune +20 more,,
7200,Turito,3.4,91,EdTech , 201-500 Employees , Startup , Hyderabad +3 more,
7201,Finolex Pipes,3.9,91,Iron & Steel , 1-10 Employees , Pune +20 more,,
7202,Gnrc Hospital,3.7,91,Healthcare , 501-1k Employees , Public , 36 years old , Guwahati +5 more
7203,AML RightSource,3.1,91,New Delhi +4 more,,,,
7204,Risebird Talent Solutions,4.0,91,Recruitment , 51-200 Employees , Bengaluru/Bangalore +5 more,,
7205,NEC Software Solutions,4.1,91,Software Product , 501-1k Employees , Mumbai +4 more,,
7206,DEEJOS Architects & Constructions,5.0,91,Architecture & Interior Design , 201-500 Employees , 15 years old , Bengaluru/Bangalore +2 more,
7207,KrishTeck Technologies,4.7,91,IT Services & Consulting , 51-200 Employees , 13 years old , Salem +28 more,
7208,A.t.e. Enterprises,4.1,91,Industrial Machinery , 1k-5k Employees , 84 years old , Mumbai +13 more,
7209,N.K. Realtors,4.2,91,Real Estate , 51-200 Employees , 36 years old , Kolkata +5 more,
7210,Adaequare,4.1,91,IT Services & Consulting , 201-500 Employees , 22 years old , Chantilly +3 more,
7211,Jash Engineering,4.2,90,Engineering & Construction , 51-200 Employees , Public , 75 years old , Indore +2 more
7212,Saifee Hospital,3.3,90,Healthcare , 201-500 Employees , 18 years old , Mumbai +1 more,
7213,iVenus,3.3,90,Retail , 201-500 Employees , 24 years old , Surat +10 more,
7214,Delhi Police,4.4,90,Law Enforcement & Security , 1k-5k Employees , 162 years old , New Delhi +7 more,
7215,ZingHR,3.5,90,IT Services & Consulting , 51-200 Employees , 21 years old , Mumbai +5 more,
7216,Aimfill International,4.8,90,Education & Training , Cochin +8 more,,,
7217,Dexcel Electronics Designs,4.4,90,Software Product , 51-200 Employees , 11 years old , Chennai +1 more,
7218,Dimension India Network,3.5,90,IT Services & Consulting , 201-500 Employees , 23 years old , Noida +10 more,
7219,Deepija Telecom,4.2,90,BPO , 201-500 Employees , 20 years old , Hyderabad +10 more,
7220,Techolution,3.7,90,IT Services & Consulting , 201-500 Employees , 8 years old , New York +2 more,
7221,Awfis,3.9,90,Real Estate , 501-1k Employees , Startup , 8 years old , Delhi +12 more
7222,Deepija Telecom,4.2,90,BPO , 201-500 Employees , 20 years old , Hyderabad +10 more,
7223,Saifee Hospital,3.3,90,Healthcare , 201-500 Employees , 18 years old , Mumbai +1 more,
7224,Gemini Consulting & Services,4.0,90,IT Services & Consulting , 201-500 Employees , 13 years old , St Louis +6 more,
7225,Avon Beauty Products,3.9,90,Beauty & Personal Care , 501-1k Employees , 137 years old , Northampton +16 more,
7226,Gruh Finance,4.1,90,Financial Services , 501-1k Employees , Public , 35 years old , Ahmedabad +44 more
7227,Valued Epistemics,3.1,90,EdTech , 11-50 Employees , 15 years old , Chennai +3 more,
7228,Lbf Travel,3.7,90,Travel & Tourism , 201-500 Employees , 13 years old , San Diego +4 more,
7229,Satnam Global Infra Projects,3.5,90,Electronics Manufacturing , 51-200 Employees , 36 years old , New Delhi +17 more,
7230,Monomark Engineering,4.1,90,Engineering & Construction , 1k-5k Employees , 38 years old , Chittorgarh +14 more,
7231,L&T Geostructure,4.3,90,Chennai +15 more,,,,
7232,JRG Automotive india,2.9,90,Auto Components , 11-50 Employees , 16 years old , Gurgaon +5 more,
7233,MSN R&D Center,3.6,90,Hyderabad/Secunderabad +2 more,,,,
7234,Setco Automotive,3.7,90,Auto Components , 501-1k Employees , Public , 41 years old , Mumbai +11 more
7235,Ansal Housing & Construction,3.4,90,Real Estate , 201-500 Employees , Public , 40 years old , Delhi/NCR +12 more
7236,Sjmmcsl,4.0,90,Banking , 5k-10k Employees (Global) , Pune +34 more,,
7237,Brunel,4.2,90,Recruitment , 51-200 Employees , 48 years old , Amsterdam +11 more,
7238,ICAPIDILITE,3.9,90,51-200 Employees , Mumbai +25 more,,,
7239,Jobby Engineers,3.6,90,Engineering & Construction , 51-200 Employees , 53 years old , Mumbai +12 more,
7240,Just In Time,4.5,90,Retail , Surat +12 more,,,
7241,IPAC,3.5,90,Retail , 1k-5k Employees , Fremont +11 more,,
7242,Zigma Technologies,3.7,90,IT Services & Consulting , 51-200 Employees , 19 years old , Chennai +14 more,
7243,ABB GISL,4.2,90,Electrical Equipment , 1k-5k Employees , Bengaluru/Bangalore +8 more,,
7244,Eka Software Solutions,3.5,90,IT Services & Consulting , 501-1k Employees , 19 years old , Bengaluru/Bangalore +10 more,
7245,Dimension India Network,3.5,90,IT Services & Consulting , 201-500 Employees , 23 years old , Noida +10 more,
7246,Gemini Edibles & Fats India,4.2,90,Food Processing , 501-1k Employees , Fortune India 500 , 13 years old , Hyderabad +8 more
7247,Aimfill International,4.8,90,Education & Training , Cochin +8 more,,,
7248,Sicagen,4.2,90,Building Material , 501-1k Employees , Public , 19 years old , Chennai +24 more
7249,Delhi Police,4.4,90,Law Enforcement & Security , 1k-5k Employees , 162 years old , New Delhi +7 more,
7250,iVenus,3.3,90,Retail , 201-500 Employees , 24 years old , Surat +10 more,
7251,KLES Dr. Prabhakar Kore Hospital & M.R.C,4.0,90,Healthcare , 201-500 Employees , 27 years old , Belgaum +5 more,
7252,Patel Motors,3.8,90,Auto Components , 11-50 Employees , 30 years old , Indore +4 more,
7253,Sanzyme,4.0,90,Biotechnology , 201-500 Employees , 54 years old , Hyderabad +11 more,
7254,Milestone Gears,3.7,90,Auto Components , 501-1k Employees , 39 years old , Panchkula +4 more,
7255,Som Distilleries & Breweries,4.0,90,Beverage , 501-1k Employees , 37 years old , Bhopal +16 more,
7256,Nath Bio - Genes,4.1,90,Agro Chemicals , 501-1k Employees , Public , 44 years old , Aurangabad +17 more
7257,Piramal Realty,3.6,90,Real Estate , 201-500 Employees , 11 years old , Mumbai +8 more,
7258,Astute Corporate Services,3.3,90,Other , 1k-5k Employees (Global) , 18 years old , Pune +16 more,
